Query,Answer
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది 
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
"
FARMER ASKED QUERY ABOUT MANGO HOPPERS MANAGEMENT ?,RECOMMENDED TO SPRAY THIAMETHOXAM 25%WG(ACTARA/CRULSER)  0.3 GRAMS /1 LITRES OF WATER.
FARMER ASKED ABOUT GALL MIDGE MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY FIPRONIL 5sc   500 ML / 200 LITRES OF WATER /ACRE  
ఫిప్రోనిల్  5sc    500  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  

"
farmer asked about formula 4 dosage for sugar cane,"RECOMMENDED TO SPRAY AGROMINIMAX 600 GRAMS / 200 LITER OF WATER 
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి 
"
"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN SESAMUM
","NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)
"
  FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?,"RECOMMENDED TO CALL AFTER SOME TIME DUE TO SITE PROBLEM
దయచేసి కొంచెం సమయం తరువాత తిరిగి మరల కాల్ చేయండి.
"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం మబ్బు లుగా ఉంటుంది 

"
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు"
Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
EMAMECTIN BENZOATE  (PROCALIM) DOSAGE?,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
RECOMMENDED TO SPRAY Novaluron (REMON) 300 ml/200 litres of water 
"
PM KISAN STATUS?,"RECOMMENDED TO CONTACT TECHNICAL AO:8331056170  B.USHA RANI MAM SRIKAKAKULAM
PARVATHIPURAM :BHARATHI MAM :9182268932
"
FARMER ASKED QUERY ON WATER MANAGMEENT IN MAIZE AT GRAIN FILLING STAGE ,"RECOMMENDED TO IRRIGATE THE FIELD IF NO RAINS OCCURS FOR ONE WEEK 
ఒక వారం పాటు వర్షాలు కురవకపోతే పొలానికి నీరు పెట్టాలని సిఫార్సు చేయబడింది"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.

"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
"
PM KISAN STATUS?,#NAME?
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, వర్షం పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.

"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
"
FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN GREENGRAM,"-RECOMMENDED TO SPRAY  QUINOLPHOS 25 % EC ( AKALUX ) 400 ML / 200 LITRES OF  WATER
క్వినాల్ఫోస్ 25 % EC ( అకాలక్స్ )  400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY AND DRY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది,వర్షం  పడే అవకాశం లేదు"
BRINJAL SOWING SEASON ? ,RECOMMENDED TO SOWING SEASON - FEBRUARY-MARCH FIRST WEEK 
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం మబ్బు లుగా ఉంటుంది 
"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI STATUS,"-PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
-పీఎం కిసాన్ సర్వర్ బిజీ గ ఉంది, స్టేటస్ చూడడానికి రావడం లేదు, ఓటీపీ పోవడం లేదు, మీరు కొద్దీ సేపు తరువాత తిరిగి కాల్ చేయండి."
FARMER ASKED QUERY ON DISEASE MANAGEMENT IN CUCUMBER,"RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER/ACRE
ప్రొపికోనజోల్ (టిల్ట్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"FARMER ASKED QUERY ABOUT CATERPILLAR  MANAGEMENT IN GROUNDNUT ?
","RECOMMENDED TO SPRAY NOVALURAN (REMON) 300 ML /200 LITRES OF WATER / ACRE  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
SUCKING PEST MANAGEMENT IN CHILLI?,"RECOMMENDED TO SPRAY  ETHION  (PHOSMIT) 300 ML /200 LITRES OF WATER /ACRE  
ఇథియాన్ 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN CHILLI
","RECOMMENDED TO SPRAY  PYRIPROXYFEN+BIFENTHRIN (PARIJAT-LEONIS)  240ML / 200 LITRES OF WATER /ACRE 
OR
RECOMMENDED TO SPRAY PYRIPROXYFEN+DIAFENTHIURON (PARIJAT-XYFEN,SWAL-TECAX, SLR 525)  500ML  / 200 LITRES OF WATER /ACRE 
"
farmer asked about vegetables sown in this season,"ivy gourd, drum stick, coriander"
CUCUMBER CROP cultural practices ?,"మగ మరియు ఆడ పువ్వులు వెరు వేరుగా వుంటాయ్ చెట్టు పిన పరాగసంపర్కం జరిగిన పిందె వస్తాది ఆడ పువ్వులు tho, వాటి అంతట అవే పరాగసంపర్కం అవుతాయియెండలు యెక్కువగాvunte మాత్రమే మగ పువ్వులుమాత్రమే వస్తాయివాటి వల్ల వూపయోగం వుండదు"
farmer asked query on flower drop management in chilli ? ,"RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID ( PLANOFIX) 50 ML/ 200 LITRES OF WATER /ACRE ప్లానోఫిక్స్ 50  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి. 
"
FARMER ASKED QUERY ABOUT TIKKA LEAF SPOT MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY  HEXACONAZOLE  (CONTAF) 400 ML /200 LITRES OF WATER / ACRE  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN CUCUMBER ,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE).పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. 
RECOMMENDED TO SPRAY AGROMINIMAX @ 600 GRAMS PER 200 LITERS OF WATER PER ACRE (3 GRAMS PER 1 LITER OF WATER )
"
FARMER ASKED QUERY ABOUT BITTER GOURD CROP DURATION,CROP DURATION OF BITTER GOURD 55-75 DAYS.
"FARMER ASKED QUERY  PEST  AND BORER MANAGEMENT IN CASTOR
"," RECOMMENDED TO SPRAY  CHLORPYRIFOS  20EC (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE   (50EC - 320ML/ACRE)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
"FARMER ASKED QUERY  PEST  AND BORER MANAGEMENT IN CASTOR
"," RECOMMENDED TO SPRAY  CHLORPYRIFOS  20EC (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE   (50EC - 320ML/ACRE)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
"FARMER ASKED QUERY  PEST  AND BORER MANAGEMENT IN CASTOR
"," RECOMMENDED TO SPRAY  CHLORPYRIFOS  20EC (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE   (50EC - 320ML/ACRE)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
FARMER ASKED QUERY ABOUT CATERPILLAR MANAGEMENT IN CHILLI,క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked about leaf spot management in brinjal,"Tata Rallis Master - Mancozeb 64% WP + Metalaxyl 8%, Fungicide Effective Against Downy Mildew ... Dose: 2 gm/lit of water"
FARMER ASKED QUERY ON RYTHU BHAROSA ?,RECOMMENDED TO CONTACT VAA
FARMER ASKED QUERY ON DISEASE MANAGEMENT IN BRINJAL,"RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLITOX) 600  GM /200 LITRES OF WATER / ACRE  
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
VEGETATIVE PROPAGATION IN TEAK?," RECOMMENDED TO CONTACT 9550447323,9849596896 "
"  FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","The Benenficiary Status (KYS) window is under maintenance and will be available soon. Sorry for the inconvenience.
RECOMMENDED TO CALL TOMORROW DUE TO SITE MAINTENANCE
దయచేసి TOMORROW  కాల్ చేయండి "
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
farmer asked query on fertilizer management in papaya ? ,Recommended to apply urea 50 gram and MOP -30 grams per /plant 
PM KISAN STATUS?,RECOMMENDED TO CONTACT MEE-SEVA CENTRE
FARMER ASKED QUERY ABOUT STEM BORER MANAGEMENT  IN BRINJAL ,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /150 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
      
AND AFTER 1-2 DAYS RECOMMENDED TO SPRAY CARBENDAZIM (BAVISTIN) 200  GRAMS/  200 LITRES OF WATER /ACRE   
కార్బెండజిమ్ (బావిస్టన్)  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు."
TILT + MAX COMPATABILITY ? ,RECOMMENDED TO DO COMPATABILITY 
Farmer asked query about pm kisan scheme ?,"Reason of ineligiblity :
Untraceable Beneficiary
bapatla DAO :8331056909
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది 
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME , RECOMMENDED TO CONTACT NUMBER 8331057050
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
"
farmer asked query on Fertilizer management in chili ? ,RECOMMENDED TO APPLY SPIC Keerthi CMS 50- KG/ACRE
FARMER ASKED QUERY ON SUCKING PEST AND CATERPILLAR MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY THIAMETHOXAM (12.6%) + LAMDACYHALOTHRIN (ALIKA) 80 ML/200 LITER OF WATER / ACRE
థయామిథోక్సమ్ (12.6%) + లండసైహలోత్రిన్ (అలికా) 80 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
FARMER ASKED QUERY ON MITE MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY  SPIROMESIFEN  (OBERON) 200 ML/200 LITRES OF WATER /ACRE 
స్పైరోమైసిఫెన్ (ఒబేరాన్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on fertilizer management in paddy ? ,RECOMMENDED TO FERTILISERS: UREA 30KG/ACRE
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
farmer asked query on about nutrient management in tomato,"RECOMMENDED TO APPLY CALCIUM NITRATE(CN)- 25- 50 KG/ACRE
or
RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE  5 GRAMS/1 LITRE OF WATER (1KG/ACRE) 
స్ప్రే  NPK 19-19-19 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. 
 RECOMMENDED TO SPRAY BORAX 3 GRAMS /1 LITR OF WATER  (600 GRAMS /ACRE/200 LITER WATER ) బోరాక్స్ 3 గ్రాములు / 1 లీటరు నీటిని పిచికారీ చేయడానికి సిఫార్సు చేయబడింది.
"
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN GROUNDNUT,"వేరు కుళ్ళు తెగులు నివారణకు
కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి "
FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
FARMER ASKED ABOUT SUCKING PEST MANAGEMENT,"RECOMMENDED TO SPRAY THIAMETHOXAM (ACTARA) 
40 GRAMS /200 LITRES OF WATER / ACRE - WHITEFLY
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query on caterpillar management in brinjal ? ,"RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం మబ్బు లుగా ఉంటుంది 
"
FARMER ASKED QUERY ABOUT POWDERY MILDEW MANAGEMENT IN CHILLI.,RECOMMENDED TO SPRAY  Bayer Luna Experience (Fluopyram 17.7% +Tebuconazole17.7%SC)- 200 ML /ACRE
FRUIT BORER MANAGEMENT IN BRINJAL?,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN,PADAN) 400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ (కాల్డన్,పాడన్)400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   +NEEM OIL 1/2 LTR 
"
PM KISAN STATUS?,"-దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
"
FLOWER AND BOLL DROP MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID (PLANOFIX) 40 ML / 200 LITRES OF WATER /ACRE
పూత పిందె రాలకుండా - నాప్తలీన్ అసిటిక్ ఆసిడ్ (ప్లానోఫిక్స్ ) 40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరాకు పిచికారి చేయాలి 

"
SUCKING PEST AND BORER MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY LAMBDA CYHALOTHRIN + THIAMETHOXAM (ALIKA) 80 ML  /200 LITRES OF WATER /  ACRE
లాంబ్డా సైహలోత్రిన్ 9.5% +  థయోమిథాక్జొమ్ 12.6% (అలికా) 80 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PAPAYA,UREA 10 GRAMS + ZINC SULPHATE 1.5 GRAMS + BORON 1 GRAM LITRE WATER KI KALIPI 30 ROJULAKU OKASARI 8 MONTHS VARAKU SPRAYING IVVANDI SIR
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు."
FARMER ASKED QUERY ABOUT ROOT GRUB AND FLEA BEETLES MANAGEMENT IN TOBACCO?," RECOMMENDED TO SPRAY CHLORPYRIFOS 20 EC (CORABAN/PREDATOR) 500 ML/200 LITRES OF WATER/ACRE  క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
OR
RECOMMENDED  TO APPLY CARBOFURAN 3G GRANULES 8 TO 10 KG PER ACRE
కార్బోఫ్యూరాన్ 3 G గుళికలు  8 -10 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 


"
FARMER ASKED QUERY ABOUT FRUIT DROP MANAGEMENT IN MANGO,RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID ( PLANOFIX) 40 ML/ 200 LITRES OF WATER /ACRE ప్లానోఫిక్స్ 40  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి. 
farmer asked query on water management in brinjal ? ,"Continuous supply of moisture should be maintained around the root zone of the plant. A light irrigation is given on the first and third day after transplanting. Thereafter irrigation is given at an interval of 8-10 days during winter and 5-6 days during summer.

"
Farmer asked query on Weather,"మీ ప్రాంతం లో వాతావరణం ఎండా  మబ్బులుగా ఉంటుంది వర్షము పడే అవకాశం లేదు.
Weather in your area is sunny and cloudy with no chance of rain.

"
FARMER ASKED ABOUT NUTRIENT MANAGEMENT IN BHINDI,"RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS+AGROMINIMAX 3 GRAMS /LITRE WATER 
NPK 19-19-19  5 గ్రాములు లీటరు+ అగ్రోమింమాక్స్ ఎకరానికి 3 గ్రాములు నీటికి కలిపి  పిచికారీ చేయండి 
"
Farmer asked query on Weather,"
CLOUDY WEATHER, NO  CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
FARMER ASKED QUERY ABOUT BORER MANAGEMENT IN MANGO ,RECOMMENDED TO SPRAY DIMETHOATE  (ROGER) 400 ML /200 LITRES OF WATER /ACRE డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు."
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు."
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
"
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 ఈరోజు మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.

"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది."
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
Farmer asked query about white fly management in bhindi?,"RECOMMENDED TO SPRAY DIFENTHIURON (PEGASUS) 240 GM /150 LITRES OF WATER /ACRE 
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి"
FARMER ASKED QUERY ON SHOOT BORER MANAGEMENT IN BRINJAL,"RECOMMENDED TO SPRAY Novaluron 5.25% + Emamectin benzoate 0.9%(BARAZIDE,UPL-GUNTHER) 320 ML /ACRE/200LIT OF WATER 
OR
RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ABOUT STEM BORER MANAGEMENT IN PADDY.,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (PADAN), (CALDAN) 400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  . 
"
gromor protoil dosage on crop plants?,Dosage and Application. 3-5 ml/ litre of water (depending on the crop)  gromor protoil dosage on crop plants
farmer asked about nutrient management in (fe) groundnut,"RECOMMENDED TO SPRAY  FERROUS  SULPHATE 2 GM + CITRIC ACID 1 GM / 1 LITER OF WATER
ఫెర్రస్ సల్ఫేట్ (అన్నభేది) 2 గ్రాములు + నిమ్మ ఉప్పు 1 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి (400+200 గ్రాములు)
"
Farmer asked query about powdery mildew management in sesamum?,"నీటిలో కరిగే గంధకం పొడి (థియోవిట్) 600 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN CHILLI?,పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి + అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
"FARMER ASKED QUERY ON NUTRIENTS MANAGEMENT IN CHILLI
","RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45  5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LT OF WATER)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
RECOMMENDED TO SPRAY AGROMINIMAX 600 GRAMS / 200 LITER OF WATER 
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి (3 GM / 1 LITER OF WATER) 

"
